,id,idcloud,period,number_dataset,number_obeservationInDataset,area_covered_ha,area_covered_km2,coverage_rate,sampling_effort_transect_Km,staff_data_collectionAndsupervision,transet_sampling_duration_days,density,density_maximumError,densityMinimumError,populationSize,populationSizeMaximumError,populationSizeMinimumError,encounterRate,encounterRateMaximumError,encounterRateMinimumError,captureRate,captureRateMaximumError,captureRateMinimumError,occupancyRate,occupancyRateMaximumError,occupancyRateMinimumError,level,link,color,year,references,image,is_active,created_at,number_data_point,updated_at,species,region,country,landscape,sector2,sector,block,site,block2,sampling_method,main_landscape
11,945,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2023-03-06T10:10:46.350730Z,-1.0,2024-02-13T17:42:32.070862Z,5,1,1,2,nan,,,2,nan,1.0,1843
12,2926,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32,0.5,0.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCR3BQR2hteHlTaWM&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Bassama C., (2003). Evaluation préliminairere de l'environnement Bio-Ecologique: Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-052, WWF/GDC.48p.",,True,2023-07-25T12:55:58.733324Z,-1.0,2023-07-25T12:55:58.733336Z,45,1,1,49,nan,,,89,nan,1.0,1884
13,2379,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-24T15:37:21.196186Z,-1.0,2023-10-25T09:45:30.863703Z,13,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
14,1374,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.04,13.15,9.28,24005.0,28573.0,20167.0,3.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2023-03-06T10:10:58.041724Z,-1.0,2024-02-13T17:42:32.834597Z,56,1,1,2,nan,,,2,nan,1.0,1843
15,3523,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-25T12:27:18.197838Z,-1.0,2023-10-25T09:45:31.794115Z,50,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
16,3714,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-25T12:27:23.196849Z,-1.0,2023-10-25T09:45:32.129815Z,52,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
17,1503,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.19,1.66,0.85,2579.0,3614.0,1841.0,0.309,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2023-03-06T10:11:01.709079Z,-1.0,2024-02-13T17:42:33.022626Z,52,1,1,2,nan,,,2,nan,1.0,1843
18,3530,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-25T12:27:18.389879Z,-1.0,2023-10-25T09:45:31.830563Z,50,1,1,3,nan,33.0,,169,nan,1.0,1839
19,3642,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-25T12:27:21.356211Z,-1.0,2023-10-25T09:45:31.936156Z,66,1,1,3,nan,33.0,,169,nan,1.0,1839
20,3122,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCR3BQR2hteHlTaWM&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Bassama C., (2003). Evaluation préliminairere de l'environnement Bio-Ecologique: Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-052, WWF/GDC.48p.",,True,2023-07-25T12:40:05.436476Z,-1.0,2023-07-25T12:40:05.436488Z,28,1,1,49,nan,,,89,nan,1.0,1884
21,2156,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCR3BQR2hteHlTaWM&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Bassama C., (2003). Evaluation préliminairere de l'environnement Bio-Ecologique: Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-052, WWF/GDC.48p.",,True,2023-07-24T15:37:15.989464Z,-1.0,2023-07-25T13:03:19.156134Z,5,1,1,49,nan,,,89,nan,1.0,1884
22,2522,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08,0.12,0.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-24T16:25:43.881583Z,-1.0,2023-10-25T09:45:31.182430Z,43,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
23,1209,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2023-03-06T10:10:53.469452Z,-1.0,2024-02-13T17:42:32.597678Z,28,1,1,2,nan,,,2,nan,1.0,1843
24,2387,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-24T15:37:21.399014Z,-1.0,2023-10-25T09:45:30.898691Z,13,1,1,3,nan,33.0,,169,nan,1.0,1839
25,2445,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-24T15:37:22.868242Z,-1.0,2023-10-25T09:45:30.974603Z,15,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
26,3128,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-25T12:40:05.578072Z,-1.0,2023-10-25T09:45:32.392581Z,28,1,1,3,nan,33.0,,169,nan,1.0,1839
27,2966,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/1ZbWmVmWmMQPg6sJTwzpH0XR75eVcGFFN/view?usp=drive_link,0,2003,"Halford, T., Ekodeck, H., Sock, B., Dame, M., Auzel, P. (2003). Statut des populations de Gorilles (Gorilla gorilla gorilla) et de Chimpanzés (Pan troglodytes troglodytes) dans le Sanctuaire à Gorilles de Mengamé, Province du Sud, Cameroun: Densité, Distribution, pressions et conservation, MINEF/Jane Googall Institute: 72p.",,True,2023-07-25T12:55:59.736216Z,-1.0,2023-10-25T09:45:32.958158Z,46,1,1,3,nan,,,48,nan,1.0,1839
28,2709,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.95,1.15,0.78,-1.0,-1.0,-1.0,1.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/1ZbWmVmWmMQPg6sJTwzpH0XR75eVcGFFN/view?usp=drive_link,0,2003,"Halford, T., Ekodeck, H., Sock, B., Dame, M., Auzel, P. (2003). Statut des populations de Gorilles (Gorilla gorilla gorilla) et de Chimpanzés (Pan troglodytes troglodytes) dans le Sanctuaire à Gorilles de Mengamé, Province du Sud, Cameroun: Densité, Distribution, pressions et conservation, MINEF/Jane Googall Institute: 72p.",,True,2023-07-24T16:25:48.520089Z,-1.0,2023-10-25T09:45:31.437842Z,44,1,1,3,nan,,,48,nan,1.0,1839
29,27,26,-,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.59,2.24,1.13,3461.0,4871.0,2459.0,1.03,1.2,0.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2022-12-16T09:49:09.507834Z,-1.0,2024-02-13T17:42:32.393753Z,45,1,1,2,nan,,,2,nan,1.0,1843
30,3665,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-25T12:27:21.963631Z,-1.0,2023-10-25T09:45:32.017995Z,68,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
31,2482,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18,0.24,0.14,-1.0,-1.0,-1.0,0.84,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/1ZbWmVmWmMQPg6sJTwzpH0XR75eVcGFFN/view?usp=drive_link,0,2003,"Halford, T., Ekodeck, H., Sock, B., Dame, M., Auzel, P. (2003). Statut des populations de Gorilles (Gorilla gorilla gorilla) et de Chimpanzés (Pan troglodytes troglodytes) dans le Sanctuaire à Gorilles de Mengamé, Province du Sud, Cameroun: Densité, Distribution, pressions et conservation, MINEF/Jane Googall Institute: 72p.",,True,2023-07-24T15:37:23.803622Z,-1.0,2023-10-25T09:45:31.077061Z,43,1,1,3,nan,,,48,nan,1.0,1839
32,2241,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCR3BQR2hteHlTaWM&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Bassama C., (2003). Evaluation préliminairere de l'environnement Bio-Ecologique: Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-052, WWF/GDC.48p.",,True,2023-07-24T15:37:18.075808Z,-1.0,2023-07-25T13:03:21.700865Z,7,1,1,49,nan,,,89,nan,1.0,1884
33,2604,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-24T16:25:45.877091Z,-1.0,2023-10-25T09:45:31.365362Z,20,1,1,3,nan,33.0,,169,nan,1.0,1839
34,2760,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08,0.13,0.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCRVJTazhIdzJ5STA&authuser=0,0,2003,"Nzooh Dongmo, Z. L., Wouala, N.A., Mahop, J.P. (2003). Statut des grands et moyens mammifères et des activités humaines dans l'UFA 10-018, WWF, SIBAF: 48p.",,True,2023-07-24T16:25:49.870810Z,-1.0,2023-10-25T09:45:31.481532Z,44,1,1,3,nan,43.0,35.0,153,nan,1.0,1839
35,2532,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22,0.35,0.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/file/d/0B-dJZnbw2aZCdTNNM09KVUJ6eDQ/view?usp=drive_link&resourcekey=0-A4al1KzwuXJNHX5Krf-tpg,0,2003,"Nzooh Dongmo, Z. L., Bassama, C., Mahop, J-P. (2003). Evaluation préliminaire de l'environnement Bio-écologique: Statut des grands et moyens Mammifères  et des activités humaines dans l'UFA 10-021, WWF,GDC: 55p.",,True,2023-07-24T16:25:44.114940Z,-1.0,2023-10-25T09:45:31.219385Z,43,1,1,3,nan,33.0,,169,nan,1.0,1839
36,976,-1,-,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2023-03-06T10:10:47.155129Z,-1.0,2024-02-13T17:42:32.101435Z,7,1,1,2,nan,,,2,nan,1.0,1843
37,26,26,-,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.51,0.76,0.34,1100.0,1641.0,737.0,0.7,0.84,0.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Site,https://drive.google.com/open?id=0B-dJZnbw2aZCNGJDOTk3S2c0WGM&authuser=0,0,2003,"Nzooh Dongmo, Z. L. (2003). Suivi écologique dans le Parc National de Lobéké et sa zone périférique: Données de base sur la dynamique des populations des grands et moyens mammifères et des activités anthropiques, WWF-CCPO-JSEFP, Cameroun: 214p.",,True,2022-12-16T09:49:09.481426Z,-1.0,2024-02-13T17:42:32.226809Z,43,1,1,2,nan,,,2,nan,1.0,1843
